Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-06-09 15:14:41.041 -0600,"Success",0:00:00,0,4,0,"20160609_151441.498/LogFile.txt","","",1
2016-06-09 15:15:14.014 -0600,"Success",0:00:00,0,4,0,"20160609_151514.034/LogFile.txt","","",1
2016-06-09 15:16:21.021 -0600,"Success",0:00:00,0,4,0,"20160609_151621.242/LogFile.txt","","",1
2016-06-09 15:24:10.010 -0600,"Success",0:00:00,0,0,0,"20160609_152410.107/LogFile.txt","","",1
2016-06-09 15:25:04.004 -0600,"Success",0:00:00,0,0,0,"20160609_152504.035/LogFile.txt","","",1
2016-06-09 15:25:06.006 -0600,"Success",0:00:00,0,0,0,"20160609_152506.696/LogFile.txt","","",1
2016-06-09 15:25:08.008 -0600,"Success",0:00:00,0,0,0,"20160609_152508.039/LogFile.txt","","",1
2016-06-09 15:25:08.008 -0600,"Success",0:00:00,0,0,0,"20160609_152508.985/LogFile.txt","","",1
2016-06-09 15:25:21.021 -0600,"Success",0:00:00,0,0,0,"20160609_152521.819/LogFile.txt","","",1
2016-06-09 15:25:42.042 -0600,"Success",0:00:00,0,4,0,"20160609_152542.474/LogFile.txt","","",1
2016-06-09 15:26:48.048 -0600,"Success",0:00:00,0,0,0,"20160609_152648.267/LogFile.txt","","",1
2016-06-09 15:26:50.050 -0600,"Success",0:00:00,0,0,0,"20160609_152650.586/LogFile.txt","","",1
2016-06-09 15:30:28.028 -0600,"Success",0:00:00,0,4,0,"20160609_153028.645/LogFile.txt","","",1
2016-06-09 15:30:36.036 -0600,"Success",0:00:00,0,0,0,"20160609_153036.172/LogFile.txt","","",1
2016-06-09 15:30:37.037 -0600,"Success",0:00:00,0,0,0,"20160609_153037.646/LogFile.txt","","",1
2016-06-09 15:30:38.038 -0600,"Success",0:00:00,0,0,0,"20160609_153038.421/LogFile.txt","","",1
2016-06-09 15:30:39.039 -0600,"Success",0:00:00,0,0,0,"20160609_153039.152/LogFile.txt","","",1
2016-06-09 15:30:39.039 -0600,"Success",0:00:00,0,0,0,"20160609_153039.873/LogFile.txt","","",1
2016-06-09 15:30:40.040 -0600,"Success",0:00:00,0,0,0,"20160609_153040.632/LogFile.txt","","",1
2016-06-09 15:30:41.041 -0600,"Success",0:00:00,0,0,0,"20160609_153041.271/LogFile.txt","","",1
2016-06-09 15:30:44.044 -0600,"Success",0:00:00,0,0,0,"20160609_153044.823/LogFile.txt","","",1
2016-06-09 15:30:54.054 -0600,"Success",0:00:00,0,0,0,"20160609_153054.573/LogFile.txt","","",1
2016-06-09 15:30:55.055 -0600,"Success",0:00:00,0,0,0,"20160609_153055.359/LogFile.txt","","",1
2016-06-09 15:30:56.056 -0600,"Success",0:00:00,0,0,0,"20160609_153056.064/LogFile.txt","","",1
2016-06-09 15:30:57.057 -0600,"Success",0:00:00,0,0,0,"20160609_153057.049/LogFile.txt","","",1
2016-06-09 15:30:57.057 -0600,"Success",0:00:00,0,0,0,"20160609_153057.784/LogFile.txt","","",1
2016-06-09 15:30:58.058 -0600,"Success",0:00:00,0,0,0,"20160609_153058.464/LogFile.txt","","",1
2016-06-09 15:30:59.059 -0600,"Success",0:00:00,0,0,0,"20160609_153059.208/LogFile.txt","","",1
2016-06-09 15:31:00.000 -0600,"Success",0:00:00,0,0,0,"20160609_153100.145/LogFile.txt","","",1
2016-06-09 15:31:01.001 -0600,"Success",0:00:00,0,0,0,"20160609_153101.027/LogFile.txt","","",1
2016-06-09 15:31:01.001 -0600,"Success",0:00:00,0,0,0,"20160609_153101.783/LogFile.txt","","",1
2016-06-09 15:31:02.002 -0600,"Success",0:00:00,0,0,0,"20160609_153102.722/LogFile.txt","","",1
2016-06-09 15:31:16.016 -0600,"Success",0:00:00,0,4,0,"20160609_153116.254/LogFile.txt","","",1
2016-06-09 15:31:23.023 -0600,"Success",0:00:00,0,4,0,"20160609_153123.214/LogFile.txt","","",1
2016-06-09 15:31:24.024 -0600,"Success",0:00:00,0,4,0,"20160609_153124.176/LogFile.txt","","",1
2016-06-09 15:31:24.024 -0600,"Success",0:00:00,0,4,0,"20160609_153124.889/LogFile.txt","","",1
